subject,age,gender,edu,english,encoding_instruction_condition,encoding_task_condition,recall_instruction_condition,aware,list,output 1,output 2,output 3,output 4,output 5,output 6,output 7,output 8,output 9,output 10,output 11,output 12,output 13,output 14,output 15,output 16,output 17,output 18,output 19,output 20,output 21,output 22,output 23,output 24,output 25
121,,,,,Incidental,Animacy,Free,no,1,11,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,Incidental,Animacy,Free,yes,0,1,4,15,11,5,12,14,,,,,,,,,,,,,,,,,,
122,,,,,Incidental,Animacy,Free,yes,1,13,10,-1,2,,,,,,,,,,,,,,,,,,,,,
123,,,,,Incidental,Animacy,Free,no,0,7,16,5,1,2,14,,,,,,,,,,,,,,,,,,,
123,,,,,Incidental,Animacy,Free,no,1,1,7,13,16,,,,,,,,,,,,,,,,,,,,,
124,,,,,Incidental,Animacy,Free,no,0,14,3,9,11,8,14,,,,,,,,,,,,,,,,,,,
124,,,,,Incidental,Animacy,Free,no,1,13,11,12,1,,,,,,,,,,,,,,,,,,,,,
125,,,,,Incidental,Animacy,Free,no,0,16,12,7,11,2,,,,,,,,,,,,,,,,,,,,
125,,,,,Incidental,Animacy,Free,no,1,3,8,14,,,,,,,,,,,,,,,,,,,,,,
126,,,,,Incidental,Animacy,Free,no,0,6,11,13,10,,,,,,,,,,,,,,,,,,,,,
126,,,,,Incidental,Animacy,Free,no,1,2,10,-1,-999,,,,,,,,,,,,,,,,,,,,,
127,,,,,Incidental,Animacy,Free,no,0,10,6,7,11,5,9,13,,,,,,,,,,,,,,,,,,
127,,,,,Incidental,Animacy,Free,no,1,9,13,16,5,14,,,,,,,,,,,,,,,,,,,,
128,,,,,Incidental,Animacy,Free,no,0,12,14,11,5,15,16,,,,,,,,,,,,,,,,,,,
128,,,,,Incidental,Animacy,Free,no,1,6,10,5,2,3,9,8,12,,,,,,,,,,,,,,,,,
129,,,,,Incidental,Animacy,Free,no,0,10,8,16,6,9,5,,,,,,,,,,,,,,,,,,,
129,,,,,Incidental,Animacy,Free,no,1,7,9,10,,,,,,,,,,,,,,,,,,,,,,
130,,,,,Incidental,Animacy,Free,no,0,16,14,6,1,15,,,,,,,,,,,,,,,,,,,,
130,,,,,Incidental,Animacy,Free,no,1,6,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,Incidental,Animacy,Free,yes,0,16,14,15,2,,,,,,,,,,,,,,,,,,,,,
131,,,,,Incidental,Animacy,Free,yes,1,5,13,12,-1,,,,,,,,,,,,,,,,,,,,,
132,,,,,Incidental,Animacy,Free,yes,0,13,14,16,4,6,3,8,,,,,,,,,,,,,,,,,,
132,,,,,Incidental,Animacy,Free,yes,1,1,9,8,13,12,11,2,4,6,,,,,,,,,,,,,,,,
133,,,,,Incidental,Animacy,Free,no,0,15,13,6,16,7,5,2,14,12,2,4,,,,,,,,,,,,,,
133,,,,,Incidental,Animacy,Free,no,1,-999,-999,12,16,9,-1,10,,,,,,,,,,,,,,,,,,
134,,,,,Incidental,Animacy,Free,yes,0,1,2,3,5,6,7,9,10,12,14,15,16,,,,,,,,,,,,,
134,,,,,Incidental,Animacy,Free,yes,1,2,3,4,5,7,6,11,9,12,13,16,,,,,,,,,,,,,,
135,,,,,Incidental,Animacy,Free,yes,0,11,5,11,3,8,12,9,,,,,,,,,,,,,,,,,,
135,,,,,Incidental,Animacy,Free,yes,1,2,4,6,,,,,,,,,,,,,,,,,,,,,,
136,,,,,Incidental,Animacy,Free,no,0,13,16,7,9,-999,12,,,,,,,,,,,,,,,,,,,
136,,,,,Incidental,Animacy,Free,no,1,7,10,11,8,9,,,,,,,,,,,,,,,,,,,,
137,,,,,Incidental,Animacy,Free,no,0,16,13,9,10,4,8,6,15,12,,,,,,,,,,,,,,,,
137,,,,,Incidental,Animacy,Free,no,1,6,12,8,1,5,3,2,15,12,16,4,11,8,,,,,,,,,,,,
138,,,,,Incidental,Animacy,Free,no,0,12,16,15,9,13,11,2,,,,,,,,,,,,,,,,,,
138,,,,,Incidental,Animacy,Free,no,1,13,15,14,9,7,,,,,,,,,,,,,,,,,,,,
139,,,,,Incidental,Animacy,Free,no,0,15,9,4,2,10,13,12,5,16,9,4,,,,,,,,,,,,,,
139,,,,,Incidental,Animacy,Free,no,1,16,15,1,14,7,8,3,13,6,,,,,,,,,,,,,,,,
140,,,,,Incidental,Animacy,Free,no,0,9,1,16,10,6,,,,,,,,,,,,,,,,,,,,
140,,,,,Incidental,Animacy,Free,no,1,1,9,7,9,10,,,,,,,,,,,,,,,,,,,,
141,,,,,Incidental,Animacy,Free,no,0,15,13,1,2,8,3,10,16,11,7,4,,,,,,,,,,,,,,
141,,,,,Incidental,Animacy,Free,no,1,3,1,9,14,13,6,15,5,7,,,,,,,,,,,,,,,,
142,,,,,Incidental,Animacy,Free,no,0,14,15,3,7,12,13,4,-999,,,,,,,,,,,,,,,,,
142,,,,,Incidental,Animacy,Free,no,1,6,-1,2,4,10,7,14,3,15,,,,,,,,,,,,,,,,
143,,,,,Incidental,Animacy,Free,no,0,13,1,6,12,8,3,15,10,,,,,,,,,,,,,,,,,
143,,,,,Incidental,Animacy,Free,no,1,6,9,13,14,1,16,,,,,,,,,,,,,,,,,,,
144,,,,,Incidental,Animacy,Free,no,0,1,5,11,8,14,7,16,,,,,,,,,,,,,,,,,,
145,,,,,Incidental,Animacy,Free,no,0,16,15,12,13,14,10,4,9,11,,,,,,,,,,,,,,,,
145,,,,,Incidental,Animacy,Free,no,1,9,10,8,2,7,1,12,5,8,11,,,,,,,,,,,,,,,
146,,,,,Incidental,Animacy,Free,no,0,10,9,16,13,15,,,,,,,,,,,,,,,,,,,,
146,,,,,Incidental,Animacy,Free,no,1,16,15,11,10,1,5,-999,,,,,,,,,,,,,,,,,,
147,,,,,Incidental,Animacy,Free,no,0,14,9,11,1,15,16,,,,,,,,,,,,,,,,,,,
147,,,,,Incidental,Animacy,Free,no,1,1,2,9,8,16,3,13,,,,,,,,,,,,,,,,,,
148,,,,,Incidental,Animacy,Free,no,0,2,9,10,,,,,,,,,,,,,,,,,,,,,,
148,,,,,Incidental,Animacy,Free,no,1,13,-999,4,,,,,,,,,,,,,,,,,,,,,,
149,,,,,Incidental,Animacy,Free,yes,0,4,11,5,14,15,-999,,,,,,,,,,,,,,,,,,,
149,,,,,Incidental,Animacy,Free,yes,1,1,2,-999,11,12,16,3,6,5,7,9,13,14,,,,,,,,,,,,
150,,,,,Incidental,Animacy,Free,no,0,9,16,2,14,-999,1,5,-999,,,,,,,,,,,,,,,,,
150,,,,,Incidental,Animacy,Free,no,1,12,3,16,2,7,3,,,,,,,,,,,,,,,,,,,
151,,,,,Incidental,Animacy,Free,no,0,11,14,2,12,3,5,15,1,2,4,10,,,,,,,,,,,,,,
151,,,,,Incidental,Animacy,Free,no,1,9,11,10,3,2,8,-1,15,13,16,14,6,,,,,,,,,,,,,
152,,,,,Incidental,Animacy,Free,no,0,-999,7,5,9,,,,,,,,,,,,,,,,,,,,,
152,,,,,Incidental,Animacy,Free,no,1,1,3,6,-1,12,,,,,,,,,,,,,,,,,,,,
153,,,,,Incidental,Animacy,Free,no,0,9,15,13,3,6,16,10,,,,,,,,,,,,,,,,,,
153,,,,,Incidental,Animacy,Free,no,1,4,1,9,16,10,12,-1,15,7,,,,,,,,,,,,,,,,
154,,,,,Incidental,Animacy,Free,no,0,14,11,13,9,4,12,6,5,,,,,,,,,,,,,,,,,
154,,,,,Incidental,Animacy,Free,no,1,2,3,4,10,16,3,7,-999,2,,,,,,,,,,,,,,,,
155,,,,,Incidental,Animacy,Free,no,0,3,14,15,5,9,7,1,12,11,,,,,,,,,,,,,,,,
155,,,,,Incidental,Animacy,Free,no,1,10,5,13,5,15,8,14,,,,,,,,,,,,,,,,,,
156,,,,,Incidental,Animacy,Free,no,0,1,15,4,3,9,1,,,,,,,,,,,,,,,,,,,
156,,,,,Incidental,Animacy,Free,no,1,1,2,10,6,14,9,6,3,-999,,,,,,,,,,,,,,,,
157,,,,,Incidental,Animacy,Free,no,0,16,6,7,3,-999,2,-999,16,-999,,,,,,,,,,,,,,,,
157,,,,,Incidental,Animacy,Free,no,1,1,13,7,-1,8,,,,,,,,,,,,,,,,,,,,
158,,,,,Incidental,Animacy,Free,no,0,7,16,11,5,8,13,12,9,1,6,,,,,,,,,,,,,,,
158,,,,,Incidental,Animacy,Free,no,1,15,7,6,9,8,5,,,,,,,,,,,,,,,,,,,
159,,,,,Incidental,Animacy,Free,no,0,14,16,4,10,1,3,11,15,,,,,,,,,,,,,,,,,
159,,,,,Incidental,Animacy,Free,no,1,10,8,5,9,1,,,,,,,,,,,,,,,,,,,,
160,,,,,Incidental,Animacy,Free,no,0,5,14,16,10,1,15,7,,,,,,,,,,,,,,,,,,
160,,,,,Incidental,Animacy,Free,no,1,3,16,7,3,7,2,13,16,6,,,,,,,,,,,,,,,,
161,,,,,Incidental,Animacy,Free,no,0,11,16,15,9,5,6,,,,,,,,,,,,,,,,,,,
161,,,,,Incidental,Animacy,Free,no,1,5,11,13,14,12,8,9,,,,,,,,,,,,,,,,,,
162,,,,,Incidental,Animacy,Free,no,0,16,13,4,12,3,,,,,,,,,,,,,,,,,,,,
162,,,,,Incidental,Animacy,Free,no,1,11,4,1,13,15,3,,,,,,,,,,,,,,,,,,,
163,,,,,Incidental,Animacy,Free,no,0,15,1,14,16,2,8,11,4,,,,,,,,,,,,,,,,,
163,,,,,Incidental,Animacy,Free,no,1,1,2,8,12,12,13,14,4,3,2,,,,,,,,,,,,,,,
164,,,,,Incidental,Animacy,Free,no,0,13,6,16,4,2,9,12,,,,,,,,,,,,,,,,,,
164,,,,,Incidental,Animacy,Free,no,1,13,-1,9,-1,6,8,12,,,,,,,,,,,,,,,,,,
165,,,,,Incidental,Animacy,Free,no,0,1,10,13,4,3,12,15,16,2,,,,,,,,,,,,,,,,
165,,,,,Incidental,Animacy,Free,no,1,9,2,6,13,12,16,16,,,,,,,,,,,,,,,,,,
166,,,,,Incidental,Animacy,Free,no,0,9,1,6,12,16,2,11,1,9,3,,,,,,,,,,,,,,,
166,,,,,Incidental,Animacy,Free,no,1,15,12,14,16,12,,,,,,,,,,,,,,,,,,,,
167,,,,,Incidental,Animacy,Free,no,0,13,8,11,10,3,15,4,7,,,,,,,,,,,,,,,,,
167,,,,,Incidental,Animacy,Free,no,1,13,3,9,4,,,,,,,,,,,,,,,,,,,,,
168,,,,,Incidental,Animacy,Free,no,0,5,6,11,1,14,1,8,,,,,,,,,,,,,,,,,,
168,,,,,Incidental,Animacy,Free,no,1,7,12,1,,,,,,,,,,,,,,,,,,,,,,
169,,,,,Incidental,Animacy,Free,no,0,-2999,6,6,-999,-999,13,,,,,,,,,,,,,,,,,,,
169,,,,,Incidental,Animacy,Free,no,1,1,2,4,5,6,7,8,9,13,14,16,2,,,,,,,,,,,,,
170,,,,,Incidental,Animacy,Free,yes,0,6,12,7,4,3,13,8,11,5,15,,,,,,,,,,,,,,,
170,,,,,Incidental,Animacy,Free,yes,1,1,-999,6,15,8,7,11,14,,,,,,,,,,,,,,,,,
171,,,,,Incidental,Animacy,Free,no,0,2,15,-999,10,4,,,,,,,,,,,,,,,,,,,,
171,,,,,Incidental,Animacy,Free,no,1,4,7,8,5,11,7,,,,,,,,,,,,,,,,,,,
172,,,,,Incidental,Animacy,Free,no,0,9,14,2,11,,,,,,,,,,,,,,,,,,,,,
172,,,,,Incidental,Animacy,Free,no,1,16,9,-999,14,,,,,,,,,,,,,,,,,,,,,
173,,,,,Incidental,Animacy,Free,no,0,8,15,9,2,5,3,,,,,,,,,,,,,,,,,,,
173,,,,,Incidental,Animacy,Free,no,1,1,3,15,-999,16,2,10,,,,,,,,,,,,,,,,,,
174,,,,,Incidental,Animacy,Free,no,0,-2999,11,14,12,,,,,,,,,,,,,,,,,,,,,
174,,,,,Incidental,Animacy,Free,no,1,-1,-999,,,,,,,,,,,,,,,,,,,,,,,
175,,,,,Incidental,Animacy,Free,no,0,14,15,11,4,5,3,,,,,,,,,,,,,,,,,,,
175,,,,,Incidental,Animacy,Free,no,1,1,16,14,2,,,,,,,,,,,,,,,,,,,,,
176,,,,,Incidental,Animacy,Free,no,0,16,11,10,6,11,,,,,,,,,,,,,,,,,,,,
176,,,,,Incidental,Animacy,Free,no,1,6,11,10,13,8,6,,,,,,,,,,,,,,,,,,,
177,,,,,Incidental,Animacy,Free,no,0,15,6,9,10,8,14,12,,,,,,,,,,,,,,,,,,
177,,,,,Incidental,Animacy,Free,no,1,12,14,2,-999,16,7,15,13,,,,,,,,,,,,,,,,,
178,,,,,Incidental,Animacy,Free,no,0,14,16,12,11,10,13,8,1,,,,,,,,,,,,,,,,,
178,,,,,Incidental,Animacy,Free,no,1,1,16,15,6,,,,,,,,,,,,,,,,,,,,,
179,,,,,Incidental,Animacy,Free,no,0,6,15,10,11,16,13,8,7,14,15,,,,,,,,,,,,,,,
179,,,,,Incidental,Animacy,Free,no,1,2,1,4,16,1,4,7,11,12,8,,,,,,,,,,,,,,,
180,,,,,Incidental,Animacy,Free,no,0,16,14,15,10,,,,,,,,,,,,,,,,,,,,,
180,,,,,Incidental,Animacy,Free,no,1,11,8,10,8,,,,,,,,,,,,,,,,,,,,,
181,,,,,Incidental,Animacy,Free,no,0,2,4,9,7,6,9,14,,,,,,,,,,,,,,,,,,
181,,,,,Incidental,Animacy,Free,no,1,15,13,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,Incidental,Animacy,Free,yes,0,16,15,4,9,13,,,,,,,,,,,,,,,,,,,,
182,,,,,Incidental,Animacy,Free,yes,1,4,12,11,15,,,,,,,,,,,,,,,,,,,,,
183,,,,,Incidental,Animacy,Free,no,0,10,15,16,1,9,8,11,6,,,,,,,,,,,,,,,,,
183,,,,,Incidental,Animacy,Free,no,1,16,13,15,7,11,14,2,,,,,,,,,,,,,,,,,,
184,,,,,Incidental,Animacy,Free,yes,0,4,16,6,5,14,7,1,,,,,,,,,,,,,,,,,,
184,,,,,Incidental,Animacy,Free,yes,1,16,1,12,13,,,,,,,,,,,,,,,,,,,,,
185,,,,,Incidental,Animacy,Free,no,0,16,6,9,5,13,,,,,,,,,,,,,,,,,,,,
185,,,,,Incidental,Animacy,Free,no,1,1,13,8,12,15,14,,,,,,,,,,,,,,,,,,,
186,,,,,Incidental,Animacy,Free,no,0,15,11,6,,,,,,,,,,,,,,,,,,,,,,
186,,,,,Incidental,Animacy,Free,no,1,13,6,16,,,,,,,,,,,,,,,,,,,,,,
187,,,,,Incidental,Animacy,Free,no,0,12,9,15,5,14,,,,,,,,,,,,,,,,,,,,
187,,,,,Incidental,Animacy,Free,no,1,1,10,15,4,,,,,,,,,,,,,,,,,,,,,
188,,,,,Incidental,Animacy,Free,yes,0,3,14,15,13,2,9,10,16,11,12,,,,,,,,,,,,,,,
188,,,,,Incidental,Animacy,Free,yes,1,8,5,4,13,7,6,15,11,10,,,,,,,,,,,,,,,,
189,,,,,Incidental,Animacy,Free,no,0,8,13,2,10,,,,,,,,,,,,,,,,,,,,,
189,,,,,Incidental,Animacy,Free,no,1,1,6,5,2,14,6,,,,,,,,,,,,,,,,,,,
190,,,,,Incidental,Animacy,Free,no,0,-2999,16,10,15,3,,,,,,,,,,,,,,,,,,,,
190,,,,,Incidental,Animacy,Free,no,1,16,13,8,7,7,1,4,6,-1,-1,,,,,,,,,,,,,,,
191,,,,,Incidental,Animacy,Free,no,0,16,6,7,8,13,5,,,,,,,,,,,,,,,,,,,
191,,,,,Incidental,Animacy,Free,no,1,4,11,15,1,4,14,,,,,,,,,,,,,,,,,,,
192,,,,,Incidental,Animacy,Free,no,0,8,4,7,11,1,14,2,,,,,,,,,,,,,,,,,,
192,,,,,Incidental,Animacy,Free,no,1,13,16,-999,6,1,11,3,8,,,,,,,,,,,,,,,,,
193,,,,,Incidental,Animacy,Free,no,0,14,16,15,7,12,5,,,,,,,,,,,,,,,,,,,
193,,,,,Incidental,Animacy,Free,no,1,11,4,12,,,,,,,,,,,,,,,,,,,,,,
194,,,,,Incidental,Animacy,Free,no,0,-999,15,8,14,10,9,,,,,,,,,,,,,,,,,,,
194,,,,,Incidental,Animacy,Free,no,1,6,12,14,,,,,,,,,,,,,,,,,,,,,,
195,,,,,Incidental,Animacy,Free,no,0,8,14,12,-999,2,5,16,10,9,,,,,,,,,,,,,,,,
195,,,,,Incidental,Animacy,Free,no,1,16,4,2,6,11,7,10,14,1,,,,,,,,,,,,,,,,
196,,,,,Incidental,Animacy,Free,no,0,16,11,-999,10,,,,,,,,,,,,,,,,,,,,,
196,,,,,Incidental,Animacy,Free,no,1,16,14,4,10,8,,,,,,,,,,,,,,,,,,,,
197,,,,,Incidental,Animacy,Free,no,0,14,13,7,11,16,13,9,15,,,,,,,,,,,,,,,,,
197,,,,,Incidental,Animacy,Free,no,1,1,2,6,12,13,,,,,,,,,,,,,,,,,,,,
198,,,,,Incidental,Animacy,Free,no,0,6,7,3,15,16,12,14,10,,,,,,,,,,,,,,,,,
198,,,,,Incidental,Animacy,Free,no,1,11,10,8,2,13,14,,,,,,,,,,,,,,,,,,,
199,,,,,Incidental,Animacy,Free,no,0,16,11,8,1,3,15,7,2,5,6,7,11,,,,,,,,,,,,,
199,,,,,Incidental,Animacy,Free,no,1,2,10,13,9,6,15,-999,5,,,,,,,,,,,,,,,,,
200,,,,,Incidental,Animacy,Free,no,0,6,10,11,15,-999,-999,,,,,,,,,,,,,,,,,,,
200,,,,,Incidental,Animacy,Free,no,1,15,14,7,,,,,,,,,,,,,,,,,,,,,,
201,,,,,Incidental,Animacy,Free,no,0,13,7,12,16,6,,,,,,,,,,,,,,,,,,,,
201,,,,,Incidental,Animacy,Free,no,1,9,4,10,11,2,,,,,,,,,,,,,,,,,,,,
202,,,,,Incidental,Animacy,Free,no,0,16,10,11,5,3,2,,,,,,,,,,,,,,,,,,,
202,,,,,Incidental,Animacy,Free,no,1,1,5,4,7,13,14,,,,,,,,,,,,,,,,,,,
203,,,,,Incidental,Animacy,Free,no,0,9,16,10,,,,,,,,,,,,,,,,,,,,,,
203,,,,,Incidental,Animacy,Free,no,1,-999,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,Incidental,Animacy,Free,no,0,7,8,16,11,2,3,13,14,1,,,,,,,,,,,,,,,,
204,,,,,Incidental,Animacy,Free,no,1,10,11,14,16,3,2,6,,,,,,,,,,,,,,,,,,
205,,,,,Incidental,Animacy,Free,no,0,13,5,1,9,4,3,12,,,,,,,,,,,,,,,,,,
205,,,,,Incidental,Animacy,Free,no,1,6,16,11,3,12,7,,,,,,,,,,,,,,,,,,,
206,,,,,Incidental,Animacy,Free,no,0,1,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,Incidental,Animacy,Free,no,1,14,15,12,11,15,,,,,,,,,,,,,,,,,,,,
207,,,,,Incidental,Animacy,Free,yes,0,-999,12,6,3,1,5,8,,,,,,,,,,,,,,,,,,
207,,,,,Incidental,Animacy,Free,yes,1,15,8,9,1,,,,,,,,,,,,,,,,,,,,,
208,,,,,Incidental,Animacy,Free,no,0,14,2,5,12,15,3,1,16,6,,,,,,,,,,,,,,,,
208,,,,,Incidental,Animacy,Free,no,1,3,15,1,12,5,4,,,,,,,,,,,,,,,,,,,
209,,,,,Incidental,Animacy,Free,no,0,12,15,14,6,4,7,11,10,,,,,,,,,,,,,,,,,
209,,,,,Incidental,Animacy,Free,no,1,14,16,2,7,1,5,,,,,,,,,,,,,,,,,,,
210,,,,,Incidental,Animacy,Free,no,0,1,2,14,,,,,,,,,,,,,,,,,,,,,,
210,,,,,Incidental,Animacy,Free,no,1,5,2,14,8,15,4,-999,,,,,,,,,,,,,,,,,,
211,,,,,Incidental,Animacy,Free,no,0,8,5,10,15,11,4,1,,,,,,,,,,,,,,,,,,
211,,,,,Incidental,Animacy,Free,no,1,1,2,9,8,4,5,,,,,,,,,,,,,,,,,,,
212,,,,,Incidental,Animacy,Free,no,0,16,8,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,Incidental,Animacy,Free,no,1,12,6,-999,-999,11,,,,,,,,,,,,,,,,,,,,
213,,,,,Incidental,Animacy,Free,no,0,6,3,1,14,7,-999,,,,,,,,,,,,,,,,,,,
213,,,,,Incidental,Animacy,Free,no,1,4,-999,12,-999,-1,,,,,,,,,,,,,,,,,,,,
214,,,,,Incidental,Animacy,Free,no,0,10,3,5,13,5,2,9,6,14,8,,,,,,,,,,,,,,,
214,,,,,Incidental,Animacy,Free,no,1,4,8,10,11,14,13,,,,,,,,,,,,,,,,,,,
215,,,,,Incidental,Animacy,Free,no,0,16,4,6,-999,,,,,,,,,,,,,,,,,,,,,
215,,,,,Incidental,Animacy,Free,no,1,12,7,-1,-999,-1,,,,,,,,,,,,,,,,,,,,
216,,,,,Incidental,Animacy,Free,no,0,3,8,5,10,,,,,,,,,,,,,,,,,,,,,
216,,,,,Incidental,Animacy,Free,no,1,15,14,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,Incidental,Animacy,Free,no,0,11,1,16,6,3,4,14,13,2,,,,,,,,,,,,,,,,
217,,,,,Incidental,Animacy,Free,no,1,12,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,Incidental,Animacy,Free,no,0,8,11,13,15,,,,,,,,,,,,,,,,,,,,,
218,,,,,Incidental,Animacy,Free,no,1,11,7,9,15,1,,,,,,,,,,,,,,,,,,,,
219,,,,,Incidental,Animacy,Free,no,0,-2999,-999,9,1,8,-999,,,,,,,,,,,,,,,,,,,
219,,,,,Incidental,Animacy,Free,no,1,3,-999,12,4,10,9,,,,,,,,,,,,,,,,,,,
220,,,,,Incidental,Animacy,Free,no,0,15,16,5,14,9,10,12,2,,,,,,,,,,,,,,,,,
220,,,,,Incidental,Animacy,Free,no,1,2,13,1,6,10,-1,11,,,,,,,,,,,,,,,,,,
221,,,,,Incidental,Animacy,Free,no,0,7,15,1,11,,,,,,,,,,,,,,,,,,,,,
221,,,,,Incidental,Animacy,Free,no,1,1,4,3,8,10,-1,5,,,,,,,,,,,,,,,,,,
222,,,,,Incidental,Animacy,Free,no,0,5,9,6,7,14,,,,,,,,,,,,,,,,,,,,
222,,,,,Incidental,Animacy,Free,no,1,8,7,10,16,15,,,,,,,,,,,,,,,,,,,,
223,,,,,Incidental,Animacy,Free,no,0,12,16,10,9,5,7,6,1,,,,,,,,,,,,,,,,,
223,,,,,Incidental,Animacy,Free,no,1,2,1,11,9,13,15,7,,,,,,,,,,,,,,,,,,
224,,,,,Incidental,Animacy,Free,no,0,14,12,13,-999,,,,,,,,,,,,,,,,,,,,,
224,,,,,Incidental,Animacy,Free,no,1,5,15,10,,,,,,,,,,,,,,,,,,,,,,
225,,,,,Incidental,Animacy,Free,no,0,3,3,2,5,9,,,,,,,,,,,,,,,,,,,,
225,,,,,Incidental,Animacy,Free,no,1,3,1,9,8,10,11,12,13,6,,,,,,,,,,,,,,,,
226,,,,,Incidental,Animacy,Free,no,0,-2999,9,14,5,,,,,,,,,,,,,,,,,,,,,
226,,,,,Incidental,Animacy,Free,no,1,11,3,14,4,1,3,8,7,,,,,,,,,,,,,,,,,
227,,,,,Incidental,Animacy,Free,no,0,10,12,7,11,6,4,5,12,,,,,,,,,,,,,,,,,
227,,,,,Incidental,Animacy,Free,no,1,7,8,9,5,,,,,,,,,,,,,,,,,,,,,
228,,,,,Incidental,Animacy,Free,no,0,16,7,1,3,8,,,,,,,,,,,,,,,,,,,,
228,,,,,Incidental,Animacy,Free,no,1,1,11,2,4,12,3,,,,,,,,,,,,,,,,,,,
229,,,,,Incidental,Animacy,Free,no,0,1,1,13,12,2,10,11,4,1,,,,,,,,,,,,,,,,
229,,,,,Incidental,Animacy,Free,no,1,8,2,13,16,,,,,,,,,,,,,,,,,,,,,
230,,,,,Incidental,Animacy,Free,no,0,16,6,15,13,9,8,,,,,,,,,,,,,,,,,,,
230,,,,,Incidental,Animacy,Free,no,1,6,7,12,4,10,5,,,,,,,,,,,,,,,,,,,
231,,,,,Incidental,Animacy,Free,no,0,14,2,3,8,,,,,,,,,,,,,,,,,,,,,
231,,,,,Incidental,Animacy,Free,no,1,4,16,12,1,,,,,,,,,,,,,,,,,,,,,
232,,,,,Incidental,Animacy,Free,no,0,7,13,8,9,5,15,9,,,,,,,,,,,,,,,,,,
232,,,,,Incidental,Animacy,Free,no,1,5,7,13,15,12,14,,,,,,,,,,,,,,,,,,,
233,,,,,Incidental,Animacy,Free,no,0,10,,,,,,,,,,,,,,,,,,,,,,,,
233,,,,,Incidental,Animacy,Free,no,1,14,,,,,,,,,,,,,,,,,,,,,,,,
234,,,,,Incidental,Animacy,Free,no,0,1,14,16,10,8,3,,,,,,,,,,,,,,,,,,,
234,,,,,Incidental,Animacy,Free,no,1,12,14,9,11,16,2,,,,,,,,,,,,,,,,,,,
235,,,,,Incidental,Animacy,Free,no,0,16,3,2,7,14,-999,15,13,,,,,,,,,,,,,,,,,
235,,,,,Incidental,Animacy,Free,no,1,14,1,8,11,16,7,3,,,,,,,,,,,,,,,,,,
236,,,,,Incidental,Animacy,Free,no,0,14,6,8,12,10,9,15,,,,,,,,,,,,,,,,,,
236,,,,,Incidental,Animacy,Free,no,1,2,5,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,Incidental,Animacy,Free,no,0,15,14,1,13,7,11,,,,,,,,,,,,,,,,,,,
237,,,,,Incidental,Animacy,Free,no,1,5,11,12,16,,,,,,,,,,,,,,,,,,,,,
238,,,,,Incidental,Animacy,Free,no,0,8,10,12,15,11,,,,,,,,,,,,,,,,,,,,
238,,,,,Incidental,Animacy,Free,no,1,9,15,10,4,,,,,,,,,,,,,,,,,,,,,
239,,,,,Incidental,Animacy,Free,no,0,14,12,9,13,3,8,16,12,,,,,,,,,,,,,,,,,
239,,,,,Incidental,Animacy,Free,no,1,2,8,3,14,3,-1,-1,13,2,,,,,,,,,,,,,,,,
240,,,,,Incidental,Animacy,Free,no,0,5,3,7,13,6,16,11,-999,,,,,,,,,,,,,,,,,
240,,,,,Incidental,Animacy,Free,no,1,1,12,11,16,15,5,10,,,,,,,,,,,,,,,,,,
241,,,,,Incidental,Animacy,Free,no,0,5,1,16,9,7,4,13,,,,,,,,,,,,,,,,,,
241,,,,,Incidental,Animacy,Free,no,1,12,9,15,11,6,4,13,16,,,,,,,,,,,,,,,,,
242,,,,,Incidental,Animacy,Free,no,0,-2999,2,2,-999,-2999,,,,,,,,,,,,,,,,,,,,
242,,,,,Incidental,Animacy,Free,no,1,-1,-1,-999,-2999,-2999,-999,-999,,,,,,,,,,,,,,,,,,
243,,,,,Incidental,Animacy,Free,yes,0,1,16,15,9,13,,,,,,,,,,,,,,,,,,,,
243,,,,,Incidental,Animacy,Free,yes,1,15,16,,,,,,,,,,,,,,,,,,,,,,,
244,,,,,Incidental,Animacy,Free,no,0,11,7,13,4,16,,,,,,,,,,,,,,,,,,,,
244,,,,,Incidental,Animacy,Free,no,1,1,16,4,10,3,15,,,,,,,,,,,,,,,,,,,
245,,,,,Incidental,Animacy,Free,no,0,-2999,5,-999,2,,,,,,,,,,,,,,,,,,,,,
245,,,,,Incidental,Animacy,Free,no,1,4,5,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,Incidental,Animacy,Free,no,0,2,13,12,15,10,6,8,16,11,9,,,,,,,,,,,,,,,
246,,,,,Incidental,Animacy,Free,no,1,1,6,13,11,7,15,5,9,4,16,14,,,,,,,,,,,,,,
247,,,,,Incidental,Animacy,Free,no,0,15,14,13,6,7,5,4,1,2,8,,,,,,,,,,,,,,,
247,,,,,Incidental,Animacy,Free,no,1,1,5,4,14,13,15,7,2,,,,,,,,,,,,,,,,,
248,,,,,Incidental,Animacy,Free,no,0,5,11,8,12,7,4,16,1,,,,,,,,,,,,,,,,,
